Date,Card Number,Card Name,Total Pop,PSA 10,PSA 9
2026-05-09,116,Pryce's TM 02 1st Edition,56,22,17
2026-05-09,117,Clair's TM 01 1st Edition,81,37,29
2026-05-09,118,Clair's TM 02 1st Edition,74,8,38
2026-05-09,119,Janine's TM 01 1st Edition,67,25,26
2026-05-09,120,Janine's TM 02 1st Edition,44,9,22
2026-05-09,121,Will's TM 01 1st Edition,60,23,23
2026-05-09,122,Will's TM 02 1st Edition,47,23,13
2026-05-09,123,Bruno's TM 01 1st Edition,47,17,21
2026-05-09,124,Bruno's TM 02 1st Edition,47,13,15
2026-05-09,125,Karen's TM 01 1st Edition,80,24,43
2026-05-09,126,Karen's TM 02 1st Edition,74,17,35
2026-05-09,127,Rocket's TM 01 1st Edition,46,15,13
2026-05-09,128,Lance's TM 01 1st Edition,72,15,30
2026-05-09,129,Lance's TM 02 1st Edition,64,10,26
2026-05-09,130,Potion 1st Edition,158,79,53
2026-05-09,131,Moo-Moo Milk 1st Edition,154,88,43
2026-05-09,132,Full Heal 1st Edition,130,83,29
2026-05-09,133,Pokemon Reverse 1st Edition,130,68,45
2026-05-09,134,Switch 1st Edition,159,104,42
2026-05-09,135,Warp Point 1st Edition,122,77,35
2026-05-09,136,Super Scoop Up 1st Edition,152,87,49
2026-05-09,137,Energy Flow 1st Edition,135,86,37
2026-05-09,138,Energy Charge 1st Edition,116,74,28
2026-05-09,139,Energy Ark 1st Edition,167,97,50
2026-05-09,140,Energy Restore 1st Edition,126,77,40
2026-05-09,141,Master Ball 1st Edition,165,95,48
2026-05-09,142,Rocket's Tyranitar-Holo 1st Edition,"1,334",439,375
2026-05-09,N/A,Darkness Energy-Holo,"1,000",414,424
2026-05-09,N/A,Fighting Energy,95,54,29
2026-05-09,N/A,Fire Energy,90,63,18
2026-05-09,N/A,Grass Energy,100,62,34
2026-05-09,N/A,Lightning Energy,87,58,19
2026-05-09,N/A,Metal Energy-Holo,747,372,280
2026-05-09,N/A,Psychic Energy,100,63,28
2026-05-09,N/A,Rainbow Energy-Holo,878,311,372
2026-05-09,N/A,Water Energy,92,63,22
2026-05-10,,TOTAL POPULATION,"54,016","24,922","17,772"
2026-05-10,001,Falkner's Pidgeot 1st Edition,287,102,113
2026-05-10,002,Falkner's Fearow 1st Edition,356,136,140
2026-05-10,003,Falkner's Farfetch'd 1st Edition,272,123,118
2026-05-10,004,Falkner's Dodrio 1st Edition,239,124,87
2026-05-10,005,Falkner's Togetic 1st Edition,325,173,114
2026-05-10,006,Falkner's Delibird 1st Edition,284,129,118
2026-05-10,007,Falkner's Skarmory-Holo 1st Edition,689,266,247
2026-05-10,008,Bugsy's Butterfree 1st Edition,202,104,59
2026-05-10,009,Bugsy's Beedrill 1st Edition,194,108,65
2026-05-10,010,Bugsy's Pinsir 1st Edition,196,101,66
2026-05-10,011,Bugsy's Ledian 1st Edition,182,96,70
2026-05-10,012,Bugsy's Yanma 1st Edition,323,180,105
2026-05-10,013,Bugsy's Scizor-Holo 1st Edition,"1,064",320,424
2026-05-10,014,Whitney's Clefable 1st Edition,278,163,83
2026-05-10,015,Whitney's Wigglytuff 1st Edition,293,172,82
2026-05-10,016,Whitney's Persian 1st Edition,265,163,71
2026-05-10,017,Whitney's Lickitung 1st Edition,263,151,79
2026-05-10,018,Whitney's Furret 1st Edition,413,224,144
2026-05-10,019,Whitney's Miltank 1st Edition,258,115,108
2026-05-10,020,Morty's Ninetales 1st Edition,371,193,125
2026-05-10,021,Morty's Gengar 1st Edition,"1,061",415,342
2026-05-10,022,Morty's Hypno 1st Edition,440,273,108
2026-05-10,023,Morty's Marowak 1st Edition,211,118,69
2026-05-10,024,Morty's Noctowl 1st Edition,285,173,79
2026-05-10,025,Morty's Murkrow-Holo 1st Edition,711,310,238
2026-05-10,026,Morty's Misdreavus 1st Edition,258,124,88
2026-05-10,027,Jasmine's Raichu 1st Edition,802,456,239
2026-05-10,028,Jasmine's Magneton 1st Edition,258,128,101
2026-05-10,029,Jasmine's Electabuzz 1st Edition,268,153,85
2026-05-10,030,Jasmine's Jolteon 1st Edition,578,295,177
2026-05-10,031,Jasmine's Ampharos 1st Edition,345,195,110
2026-05-10,032,Jasmine's Steelix-Holo 1st Edition,835,265,369
2026-05-10,033,Chuck's Primeape 1st Edition,176,115,39
2026-05-10,034,Chuck's Poliwrath 1st Edition,201,122,50
2026-05-10,035,Chuck's Rhydon 1st Edition,187,115,52
2026-05-10,036,Chuck's Tauros 1st Edition,266,165,73
2026-05-10,037,Chuck's Granbull 1st Edition,242,159,65
2026-05-10,038,Chuck's Donphan 1st Edition,370,219,112
2026-05-10,039,Pryce's Dewgong 1st Edition,241,128,89
2026-05-10,040,Pryce's Cloyster 1st Edition,416,254,113
2026-05-10,041,Pryce's Lapras,179,48,63
2026-05-10,041,Pryce's Lapras 1st Edition,302,159,101
2026-05-10,042,Pryce's Articuno 1st Edition,417,225,127
2026-05-10,043,Pryce's Sneasel-Holo 1st Edition,674,342,164
2026-05-10,044,Pryce's Piloswine 1st Edition,186,96,72
2026-05-10,045,Pryce's Delibird 1st Edition,209,101,79
2026-05-10,046,Clair's Blastoise 1st Edition,719,325,249
2026-05-10,047,Clair's Jynx 1st Edition,221,114,77
2026-05-10,048,Clair's Gyarados 1st Edition,514,245,172
2026-05-10,049,Clair's Dragonite 1st Edition,973,406,354
2026-05-10,050,Clair's Politoed 1st Edition,226,127,72
2026-05-10,051,Clair's Mantine 1st Edition,390,220,128
2026-05-10,052,Clair's Kingdra 1st Edition,215,110,70
2026-05-10,053,LT. Surge's Raichu 1st Edition,498,248,165
2026-05-10,054,LT. Surge's Lanturn 1st Edition,201,94,85
2026-05-10,055,Sabrina's Xatu 1st Edition,197,101,75
2026-05-10,056,Sabrina's Espeon 1st Edition,780,374,246
2026-05-10,057,Misty's Lapras 1st Edition,340,176,111
2026-05-10,058,Misty's Quagsire 1st Edition,249,137,82
2026-05-10,059,Erika's Bellossom 1st Edition,197,107,66
2026-05-10,060,Erika's Jumpluff 1st Edition,177,99,58
2026-05-10,061,Janine's Beedrill 1st Edition,384,234,118
2026-05-10,062,Janine's Arbok 1st Edition,183,98,59
2026-05-10,063,Janine's Venomoth 1st Edition,177,103,57
2026-05-10,064,Janine's Weezing 1st Edition,168,93,54
2026-05-10,065,Janine's Ariados 1st Edition,169,86,64
2026-05-10,066,Janine's Crobat 1st Edition,222,131,74
2026-05-10,067,Janine's Shuckle 1st Edition,215,130,61
2026-05-10,068,Brock's Omastar 1st Edition,191,111,58
2026-05-10,069,Brock's Kabutops 1st Edition,210,114,63
2026-05-10,070,Blaine's Typhlosion 1st Edition,546,255,183
2026-05-10,071,Blaine's Magcargo 1st Edition,231,129,69
2026-05-10,072,Will's Slowbro 1st Edition,292,173,88
2026-05-10,073,Will's Exeggutor 1st Edition,191,125,53
2026-05-10,074,Will's Jynx 1st Edition,241,147,76
2026-05-10,075,Will's Xatu 1st Edition,165,111,41
2026-05-10,076,Will's Espeon 1st Edition,583,278,199
2026-05-10,077,Will's Slowking 1st Edition,293,157,91
2026-05-10,078,Will's Girafarig 1st Edition,329,229,79
2026-05-10,079,Koga's Crobat 1st Edition,223,128,69
2026-05-10,080,Koga's Forretress 1st Edition,171,101,48
2026-05-10,081,Bruno's Machamp 1st Edition,216,118,68
2026-05-10,082,Bruno's Hitmonlee 1st Edition,193,108,58
2026-05-10,083,Bruno's Hitmonchan 1st Edition,417,264,121
2026-05-10,084,Bruno's Steelix-Holo 1st Edition,744,259,287
2026-05-10,085,Bruno's Ursaring 1st Edition,264,170,77
2026-05-10,086,Bruno's Hitmontop 1st Edition,182,106,61
2026-05-10,087,Karen's Rapidash 1st Edition,440,274,122
2026-05-10,088,Karen's Magmar 1st Edition,271,142,84
2026-05-10,089,Karen's Flareon 1st Edition,647,334,211
2026-05-10,090,Karen's Tyranitar-Holo 1st Edition,"1,341",590,350
2026-05-10,091,Karen's Umbreon-Holo 1st Edition,"3,338",914,915
2026-05-10,092,Karen's Houndoom 1st Edition,504,235,184
2026-05-10,093,Rocket's Wobbuffet-Holo 1st Edition,808,298,303
2026-05-10,094,Rocket's Raikou-Holo 1st Edition,"1,074",476,322
2026-05-10,095,Rocket's Entei-Holo 1st Edition,"1,215",369,493
2026-05-10,096,Rocket's Suicune-Holo 1st Edition,"1,122",469,344
2026-05-10,097,Lance's Charizard 1st Edition,"2,040",695,618
2026-05-10,098,Lance's Gyarados 1st Edition,823,349,273
2026-05-10,099,Lance's Aerodactyl 1st Edition,491,213,191
2026-05-10,100,Lance's Dragonite 1st Edition,"1,119",484,387
2026-05-10,101,Lance's Ampharos 1st Edition,495,262,155
2026-05-10,102,Lance's Kingdra 1st Edition,434,201,157
2026-05-10,103,Falkner's TM 01 1st Edition,72,31,29
2026-05-10,104,Falkner's TM 02 1st Edition,53,15,23
2026-05-10,105,Bugsy's TM 01 1st Edition,69,36,26
2026-05-10,106,Bugsy's TM 02 1st Edition,53,21,19
2026-05-10,107,Whitney's TM 01 1st Edition,69,25,30
2026-05-10,108,Whitney's TM 02 1st Edition,63,28,22
2026-05-10,109,Morty's TM 01 1st Edition,51,22,18
2026-05-10,110,Morty's TM 02 1st Edition,56,21,16
2026-05-10,111,Jasmine's TM 01 1st Edition,71,25,33
2026-05-10,112,Jasmine's TM 02 1st Edition,53,24,17
2026-05-10,113,Chuck's TM 01 1st Edition,58,22,19
2026-05-10,114,Chuck's TM 02 1st Edition,60,14,27
2026-05-10,115,Pryce's TM 01 1st Edition,59,24,23
2026-05-10,116,Pryce's TM 02 1st Edition,56,22,17
2026-05-10,117,Clair's TM 01 1st Edition,81,37,29
2026-05-10,118,Clair's TM 02 1st Edition,74,8,38
2026-05-10,119,Janine's TM 01 1st Edition,67,25,26
2026-05-10,120,Janine's TM 02 1st Edition,44,9,22
2026-05-10,121,Will's TM 01 1st Edition,60,23,23
2026-05-10,122,Will's TM 02 1st Edition,47,23,13
2026-05-10,123,Bruno's TM 01 1st Edition,47,17,21
2026-05-10,124,Bruno's TM 02 1st Edition,47,13,15
2026-05-10,125,Karen's TM 01 1st Edition,80,24,43
2026-05-10,126,Karen's TM 02 1st Edition,74,17,35
2026-05-10,127,Rocket's TM 01 1st Edition,46,15,13
2026-05-10,128,Lance's TM 01 1st Edition,72,15,30
2026-05-10,129,Lance's TM 02 1st Edition,64,10,26
2026-05-10,130,Potion 1st Edition,158,79,53
2026-05-10,131,Moo-Moo Milk 1st Edition,154,88,43
2026-05-10,132,Full Heal 1st Edition,130,83,29
2026-05-10,133,Pokemon Reverse 1st Edition,130,68,45
2026-05-10,134,Switch 1st Edition,159,104,42
2026-05-10,135,Warp Point 1st Edition,122,77,35
2026-05-10,136,Super Scoop Up 1st Edition,152,87,49
2026-05-10,137,Energy Flow 1st Edition,135,86,37
2026-05-10,138,Energy Charge 1st Edition,116,74,28
2026-05-10,139,Energy Ark 1st Edition,167,97,50
2026-05-10,140,Energy Restore 1st Edition,126,77,40
2026-05-10,141,Master Ball 1st Edition,165,95,48
2026-05-10,142,Rocket's Tyranitar-Holo 1st Edition,"1,336",439,377
2026-05-10,N/A,Darkness Energy-Holo,"1,000",414,424
2026-05-10,N/A,Fighting Energy,95,54,29
2026-05-10,N/A,Fire Energy,90,63,18
2026-05-10,N/A,Grass Energy,100,62,34
2026-05-10,N/A,Lightning Energy,87,58,19
2026-05-10,N/A,Metal Energy-Holo,747,372,280
2026-05-10,N/A,Psychic Energy,100,63,28
2026-05-10,N/A,Rainbow Energy-Holo,878,311,372
2026-05-10,N/A,Water Energy,92,63,22
2026-05-11,,TOTAL POPULATION,"54,036","24,924","17,785"
2026-05-11,001,Falkner's Pidgeot 1st Edition,288,102,114
2026-05-11,002,Falkner's Fearow 1st Edition,357,136,141
2026-05-11,003,Falkner's Farfetch'd 1st Edition,272,123,118
2026-05-11,004,Falkner's Dodrio 1st Edition,239,124,87
2026-05-11,005,Falkner's Togetic 1st Edition,326,173,115
2026-05-11,006,Falkner's Delibird 1st Edition,285,129,119
2026-05-11,007,Falkner's Skarmory-Holo 1st Edition,689,266,247
2026-05-11,008,Bugsy's Butterfree 1st Edition,202,104,59
2026-05-11,009,Bugsy's Beedrill 1st Edition,194,108,65
2026-05-11,010,Bugsy's Pinsir 1st Edition,196,101,66
2026-05-11,011,Bugsy's Ledian 1st Edition,182,96,70
2026-05-11,012,Bugsy's Yanma 1st Edition,323,180,105
2026-05-11,013,Bugsy's Scizor-Holo 1st Edition,"1,064",320,424
2026-05-11,014,Whitney's Clefable 1st Edition,279,164,83
2026-05-11,015,Whitney's Wigglytuff 1st Edition,293,172,82
2026-05-11,016,Whitney's Persian 1st Edition,265,163,71
2026-05-11,017,Whitney's Lickitung 1st Edition,264,151,79
2026-05-11,018,Whitney's Furret 1st Edition,414,224,144
2026-05-11,019,Whitney's Miltank 1st Edition,258,115,108
2026-05-11,020,Morty's Ninetales 1st Edition,371,193,125
2026-05-11,021,Morty's Gengar 1st Edition,"1,061",415,342
2026-05-11,022,Morty's Hypno 1st Edition,440,273,108
2026-05-11,023,Morty's Marowak 1st Edition,212,118,70
2026-05-11,024,Morty's Noctowl 1st Edition,285,173,79
2026-05-11,025,Morty's Murkrow-Holo 1st Edition,712,310,238
2026-05-11,026,Morty's Misdreavus 1st Edition,258,124,88
2026-05-11,027,Jasmine's Raichu 1st Edition,802,456,239
2026-05-11,028,Jasmine's Magneton 1st Edition,258,128,101
2026-05-11,029,Jasmine's Electabuzz 1st Edition,268,153,85
2026-05-11,030,Jasmine's Jolteon 1st Edition,578,295,177
2026-05-11,031,Jasmine's Ampharos 1st Edition,345,195,110
2026-05-11,032,Jasmine's Steelix-Holo 1st Edition,835,265,369
2026-05-11,033,Chuck's Primeape 1st Edition,176,115,39
2026-05-11,034,Chuck's Poliwrath 1st Edition,201,122,50
2026-05-11,035,Chuck's Rhydon 1st Edition,187,115,52
2026-05-11,036,Chuck's Tauros 1st Edition,266,165,73
2026-05-11,037,Chuck's Granbull 1st Edition,243,159,66
2026-05-11,038,Chuck's Donphan 1st Edition,370,219,112
2026-05-11,039,Pryce's Dewgong 1st Edition,241,128,89
2026-05-11,040,Pryce's Cloyster 1st Edition,416,254,113
2026-05-11,041,Pryce's Lapras,179,48,63
2026-05-11,041,Pryce's Lapras 1st Edition,303,160,101
2026-05-11,042,Pryce's Articuno 1st Edition,417,225,127
2026-05-11,043,Pryce's Sneasel-Holo 1st Edition,674,342,164
2026-05-11,044,Pryce's Piloswine 1st Edition,186,96,72
2026-05-11,045,Pryce's Delibird 1st Edition,209,101,79
2026-05-11,046,Clair's Blastoise 1st Edition,719,325,249
2026-05-11,047,Clair's Jynx 1st Edition,222,114,77
2026-05-11,048,Clair's Gyarados 1st Edition,514,245,172
2026-05-11,049,Clair's Dragonite 1st Edition,973,406,354
2026-05-11,050,Clair's Politoed 1st Edition,226,127,72
2026-05-11,051,Clair's Mantine 1st Edition,390,220,128
2026-05-11,052,Clair's Kingdra 1st Edition,216,110,71
2026-05-11,053,LT. Surge's Raichu 1st Edition,498,248,165
2026-05-11,054,LT. Surge's Lanturn 1st Edition,201,94,85
2026-05-11,055,Sabrina's Xatu 1st Edition,197,101,75
2026-05-11,056,Sabrina's Espeon 1st Edition,780,374,246
2026-05-11,057,Misty's Lapras 1st Edition,340,176,111
2026-05-11,058,Misty's Quagsire 1st Edition,249,137,82
2026-05-11,059,Erika's Bellossom 1st Edition,197,107,66
2026-05-11,060,Erika's Jumpluff 1st Edition,177,99,58
2026-05-11,061,Janine's Beedrill 1st Edition,384,234,118
2026-05-11,062,Janine's Arbok 1st Edition,183,98,59
2026-05-11,063,Janine's Venomoth 1st Edition,177,103,57
2026-05-11,064,Janine's Weezing 1st Edition,168,93,54
2026-05-11,065,Janine's Ariados 1st Edition,169,86,64
2026-05-11,066,Janine's Crobat 1st Edition,222,131,74
2026-05-11,067,Janine's Shuckle 1st Edition,215,130,61
2026-05-11,068,Brock's Omastar 1st Edition,191,111,58
2026-05-11,069,Brock's Kabutops 1st Edition,211,114,64
2026-05-11,070,Blaine's Typhlosion 1st Edition,547,255,184
2026-05-11,071,Blaine's Magcargo 1st Edition,231,129,69
2026-05-11,072,Will's Slowbro 1st Edition,293,173,89
2026-05-11,073,Will's Exeggutor 1st Edition,191,125,53
2026-05-11,074,Will's Jynx 1st Edition,241,147,76
2026-05-11,075,Will's Xatu 1st Edition,165,111,41
2026-05-11,076,Will's Espeon 1st Edition,583,278,199
2026-05-11,077,Will's Slowking 1st Edition,293,157,91
2026-05-11,078,Will's Girafarig 1st Edition,329,229,79
2026-05-11,079,Koga's Crobat 1st Edition,223,128,69
2026-05-11,080,Koga's Forretress 1st Edition,171,101,48
2026-05-11,081,Bruno's Machamp 1st Edition,216,118,68
2026-05-11,082,Bruno's Hitmonlee 1st Edition,193,108,58
2026-05-11,083,Bruno's Hitmonchan 1st Edition,417,264,121
2026-05-11,084,Bruno's Steelix-Holo 1st Edition,744,259,287
2026-05-11,085,Bruno's Ursaring 1st Edition,264,170,77
2026-05-11,086,Bruno's Hitmontop 1st Edition,182,106,61
2026-05-11,087,Karen's Rapidash 1st Edition,440,274,122
2026-05-11,088,Karen's Magmar 1st Edition,271,142,84
2026-05-11,089,Karen's Flareon 1st Edition,647,334,211
2026-05-11,090,Karen's Tyranitar-Holo 1st Edition,"1,341",590,350
2026-05-11,091,Karen's Umbreon-Holo 1st Edition,"3,340",914,917
2026-05-11,092,Karen's Houndoom 1st Edition,504,235,184
2026-05-11,093,Rocket's Wobbuffet-Holo 1st Edition,808,298,303
2026-05-11,094,Rocket's Raikou-Holo 1st Edition,"1,075",476,322
2026-05-11,095,Rocket's Entei-Holo 1st Edition,"1,215",369,493
2026-05-11,096,Rocket's Suicune-Holo 1st Edition,"1,123",469,345
2026-05-11,097,Lance's Charizard 1st Edition,"2,040",695,618
2026-05-11,098,Lance's Gyarados 1st Edition,823,349,273
2026-05-11,099,Lance's Aerodactyl 1st Edition,491,213,191
2026-05-11,100,Lance's Dragonite 1st Edition,"1,119",484,387
2026-05-11,101,Lance's Ampharos 1st Edition,495,262,155
2026-05-11,102,Lance's Kingdra 1st Edition,434,201,157
2026-05-11,103,Falkner's TM 01 1st Edition,72,31,29
2026-05-11,104,Falkner's TM 02 1st Edition,53,15,23
2026-05-11,105,Bugsy's TM 01 1st Edition,69,36,26
2026-05-11,106,Bugsy's TM 02 1st Edition,53,21,19
2026-05-11,107,Whitney's TM 01 1st Edition,69,25,30
2026-05-11,108,Whitney's TM 02 1st Edition,63,28,22
2026-05-11,109,Morty's TM 01 1st Edition,51,22,18
2026-05-11,110,Morty's TM 02 1st Edition,56,21,16
2026-05-11,111,Jasmine's TM 01 1st Edition,71,25,33
2026-05-11,112,Jasmine's TM 02 1st Edition,53,24,17
2026-05-11,113,Chuck's TM 01 1st Edition,58,22,19
2026-05-11,114,Chuck's TM 02 1st Edition,60,14,27
2026-05-11,115,Pryce's TM 01 1st Edition,59,24,23
2026-05-11,116,Pryce's TM 02 1st Edition,56,22,17
2026-05-11,117,Clair's TM 01 1st Edition,81,37,29
2026-05-11,118,Clair's TM 02 1st Edition,74,8,38
2026-05-11,119,Janine's TM 01 1st Edition,67,25,26
2026-05-11,120,Janine's TM 02 1st Edition,44,9,22
2026-05-11,121,Will's TM 01 1st Edition,60,23,23
2026-05-11,122,Will's TM 02 1st Edition,47,23,13
2026-05-11,123,Bruno's TM 01 1st Edition,47,17,21
2026-05-11,124,Bruno's TM 02 1st Edition,47,13,15
2026-05-11,125,Karen's TM 01 1st Edition,80,24,43
2026-05-11,126,Karen's TM 02 1st Edition,74,17,35
2026-05-11,127,Rocket's TM 01 1st Edition,46,15,13
2026-05-11,128,Lance's TM 01 1st Edition,72,15,30
2026-05-11,129,Lance's TM 02 1st Edition,64,10,26
2026-05-11,130,Potion 1st Edition,158,79,53
2026-05-11,131,Moo-Moo Milk 1st Edition,154,88,43
2026-05-11,132,Full Heal 1st Edition,130,83,29
2026-05-11,133,Pokemon Reverse 1st Edition,130,68,45
2026-05-11,134,Switch 1st Edition,159,104,42
2026-05-11,135,Warp Point 1st Edition,122,77,35
2026-05-11,136,Super Scoop Up 1st Edition,152,87,49
2026-05-11,137,Energy Flow 1st Edition,135,86,37
2026-05-11,138,Energy Charge 1st Edition,116,74,28
2026-05-11,139,Energy Ark 1st Edition,167,97,50
2026-05-11,140,Energy Restore 1st Edition,126,77,40
2026-05-11,141,Master Ball 1st Edition,165,95,48
2026-05-11,142,Rocket's Tyranitar-Holo 1st Edition,"1,336",439,377
2026-05-11,N/A,Darkness Energy-Holo,"1,000",414,424
2026-05-11,N/A,Fighting Energy,95,54,29
2026-05-11,N/A,Fire Energy,90,63,18
2026-05-11,N/A,Grass Energy,100,62,34
2026-05-11,N/A,Lightning Energy,87,58,19
2026-05-11,N/A,Metal Energy-Holo,747,372,280
2026-05-11,N/A,Psychic Energy,100,63,28
2026-05-11,N/A,Rainbow Energy-Holo,878,311,372
2026-05-11,N/A,Water Energy,92,63,22
2026-05-12,,TOTAL POPULATION,"54,039","24,925","17,786"
2026-05-12,001,Falkner's Pidgeot 1st Edition,288,102,114
2026-05-12,002,Falkner's Fearow 1st Edition,357,136,141
2026-05-12,003,Falkner's Farfetch'd 1st Edition,272,123,118
2026-05-12,004,Falkner's Dodrio 1st Edition,239,124,87
2026-05-12,005,Falkner's Togetic 1st Edition,326,173,115
2026-05-12,006,Falkner's Delibird 1st Edition,285,129,119
2026-05-12,007,Falkner's Skarmory-Holo 1st Edition,689,266,247
2026-05-12,008,Bugsy's Butterfree 1st Edition,202,104,59
2026-05-12,009,Bugsy's Beedrill 1st Edition,194,108,65
2026-05-12,010,Bugsy's Pinsir 1st Edition,196,101,66
2026-05-12,011,Bugsy's Ledian 1st Edition,182,96,70
2026-05-12,012,Bugsy's Yanma 1st Edition,323,180,105
2026-05-12,013,Bugsy's Scizor-Holo 1st Edition,"1,064",320,424
2026-05-12,014,Whitney's Clefable 1st Edition,279,164,83
2026-05-12,015,Whitney's Wigglytuff 1st Edition,293,172,82
2026-05-12,016,Whitney's Persian 1st Edition,265,163,71
2026-05-12,017,Whitney's Lickitung 1st Edition,264,151,79
2026-05-12,018,Whitney's Furret 1st Edition,414,224,144
2026-05-12,019,Whitney's Miltank 1st Edition,258,115,108
2026-05-12,020,Morty's Ninetales 1st Edition,371,193,125
2026-05-12,021,Morty's Gengar 1st Edition,"1,061",415,342
2026-05-12,022,Morty's Hypno 1st Edition,440,273,108
2026-05-12,023,Morty's Marowak 1st Edition,212,118,70
2026-05-12,024,Morty's Noctowl 1st Edition,285,173,79
2026-05-12,025,Morty's Murkrow-Holo 1st Edition,712,310,238
2026-05-12,026,Morty's Misdreavus 1st Edition,258,124,88
2026-05-12,027,Jasmine's Raichu 1st Edition,802,456,239
2026-05-12,028,Jasmine's Magneton 1st Edition,258,128,101
2026-05-12,029,Jasmine's Electabuzz 1st Edition,268,153,85
2026-05-12,030,Jasmine's Jolteon 1st Edition,578,295,177
2026-05-12,031,Jasmine's Ampharos 1st Edition,345,195,110
2026-05-12,032,Jasmine's Steelix-Holo 1st Edition,835,265,369
2026-05-12,033,Chuck's Primeape 1st Edition,176,115,39
2026-05-12,034,Chuck's Poliwrath 1st Edition,201,122,50
2026-05-12,035,Chuck's Rhydon 1st Edition,187,115,52
2026-05-12,036,Chuck's Tauros 1st Edition,266,165,73
2026-05-12,037,Chuck's Granbull 1st Edition,243,159,66
2026-05-12,038,Chuck's Donphan 1st Edition,370,219,112
2026-05-12,039,Pryce's Dewgong 1st Edition,241,128,89
2026-05-12,040,Pryce's Cloyster 1st Edition,416,254,113
2026-05-12,041,Pryce's Lapras,179,48,63
2026-05-12,041,Pryce's Lapras 1st Edition,303,160,101
2026-05-12,042,Pryce's Articuno 1st Edition,417,225,127
2026-05-12,043,Pryce's Sneasel-Holo 1st Edition,674,342,164
2026-05-12,044,Pryce's Piloswine 1st Edition,186,96,72
2026-05-12,045,Pryce's Delibird 1st Edition,209,101,79
2026-05-12,046,Clair's Blastoise 1st Edition,719,325,249
2026-05-12,047,Clair's Jynx 1st Edition,222,114,77
2026-05-12,048,Clair's Gyarados 1st Edition,514,245,172
2026-05-12,049,Clair's Dragonite 1st Edition,973,406,354
2026-05-12,050,Clair's Politoed 1st Edition,226,127,72
2026-05-12,051,Clair's Mantine 1st Edition,390,220,128
2026-05-12,052,Clair's Kingdra 1st Edition,216,110,71
2026-05-12,053,LT. Surge's Raichu 1st Edition,498,248,165
2026-05-12,054,LT. Surge's Lanturn 1st Edition,201,94,85
2026-05-12,055,Sabrina's Xatu 1st Edition,197,101,75
2026-05-12,056,Sabrina's Espeon 1st Edition,780,374,246
2026-05-12,057,Misty's Lapras 1st Edition,340,176,111
2026-05-12,058,Misty's Quagsire 1st Edition,249,137,82
2026-05-12,059,Erika's Bellossom 1st Edition,197,107,66
2026-05-12,060,Erika's Jumpluff 1st Edition,177,99,58
2026-05-12,061,Janine's Beedrill 1st Edition,384,234,118
2026-05-12,062,Janine's Arbok 1st Edition,183,98,59
2026-05-12,063,Janine's Venomoth 1st Edition,177,103,57
2026-05-12,064,Janine's Weezing 1st Edition,168,93,54
2026-05-12,065,Janine's Ariados 1st Edition,169,86,64
2026-05-12,066,Janine's Crobat 1st Edition,222,131,74
2026-05-12,067,Janine's Shuckle 1st Edition,215,130,61
2026-05-12,068,Brock's Omastar 1st Edition,191,111,58
2026-05-12,069,Brock's Kabutops 1st Edition,211,114,64
2026-05-12,070,Blaine's Typhlosion 1st Edition,547,255,184
2026-05-12,071,Blaine's Magcargo 1st Edition,231,129,69
2026-05-12,072,Will's Slowbro 1st Edition,293,173,89
2026-05-12,073,Will's Exeggutor 1st Edition,191,125,53
2026-05-12,074,Will's Jynx 1st Edition,241,147,76
2026-05-12,075,Will's Xatu 1st Edition,165,111,41
2026-05-12,076,Will's Espeon 1st Edition,583,278,199
2026-05-12,077,Will's Slowking 1st Edition,293,157,91
2026-05-12,078,Will's Girafarig 1st Edition,329,229,79
2026-05-12,079,Koga's Crobat 1st Edition,223,128,69
2026-05-12,080,Koga's Forretress 1st Edition,171,101,48
2026-05-12,081,Bruno's Machamp 1st Edition,216,118,68
2026-05-12,082,Bruno's Hitmonlee 1st Edition,193,108,58
2026-05-12,083,Bruno's Hitmonchan 1st Edition,417,264,121
2026-05-12,084,Bruno's Steelix-Holo 1st Edition,744,259,287
2026-05-12,085,Bruno's Ursaring 1st Edition,264,170,77
2026-05-12,086,Bruno's Hitmontop 1st Edition,182,106,61
2026-05-12,087,Karen's Rapidash 1st Edition,440,274,122
2026-05-12,088,Karen's Magmar 1st Edition,271,142,84
2026-05-12,089,Karen's Flareon 1st Edition,647,334,211
2026-05-12,090,Karen's Tyranitar-Holo 1st Edition,"1,341",590,350
2026-05-12,091,Karen's Umbreon-Holo 1st Edition,"3,341",914,918
2026-05-12,092,Karen's Houndoom 1st Edition,504,235,184
2026-05-12,093,Rocket's Wobbuffet-Holo 1st Edition,808,298,303
2026-05-12,094,Rocket's Raikou-Holo 1st Edition,"1,075",476,322
2026-05-12,095,Rocket's Entei-Holo 1st Edition,"1,215",369,493
2026-05-12,096,Rocket's Suicune-Holo 1st Edition,"1,123",469,345
2026-05-12,097,Lance's Charizard 1st Edition,"2,040",695,618
2026-05-12,098,Lance's Gyarados 1st Edition,823,349,273
2026-05-12,099,Lance's Aerodactyl 1st Edition,491,213,191
2026-05-12,100,Lance's Dragonite 1st Edition,"1,119",484,387
2026-05-12,101,Lance's Ampharos 1st Edition,495,262,155
2026-05-12,102,Lance's Kingdra 1st Edition,434,201,157
2026-05-12,103,Falkner's TM 01 1st Edition,72,31,29
2026-05-12,104,Falkner's TM 02 1st Edition,53,15,23
